3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
0567.jpg: mobile home, manufactured home | street sign | trolleybus, trolley coach, trackless trolley | streetcar, tram, tramcar, trolley, trolley car | unicycle, monocycle | moving van | flagpole, flagstaff
1296.jpg: sulphur butterfly, sulfur butterfly | earthstar | lacewing, lacewing fly | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | lycaenid, lycaenid butterfly | bee | ant, emmet, pismire
5712.jpg: daisy | bee | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | long-horned beetle, longicorn, longicorn beetle | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | earthstar
6103.jpg: chocolate sauce, chocolate syrup | plate | spaghetti squash | pick, plectrum, plectron | book jacket, dust cover, dust jacket, dust wrapper | lighter, light, igniter, ignitor | tick
0690.jpg: space shuttle | airliner | warplane, military plane | wing | aircraft carrier, carrier, flattop, attack aircraft carrier | projectile, missile | kite
3853.jpg: leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | Indian cobra, Naja naja | snow leopard, ounce, Panthera uncia | hyena, hyaena | mongoose
2398.jpg: mountain bike, all-terrain bike, off-roader | moped | disk brake, disc brake | bicycle-built-for-two, tandem bicycle, tandem | motor scooter, scooter | alp | car wheel
0570.jpg: daisy | earthstar | bee | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | ant, emmet, pismire | sea anemone, anemone
1432.jpg: palace | castle | gondola | dam, dike, dyke | monastery | prison, prison house | patio, terrace
4523.jpg: space bar | typewriter keyboard | projectile, missile | space shuttle | rotisserie | slide rule, slipstick | flute, transverse flute
6109.jpg: daisy | bee | sulphur butterfly, sulfur butterfly | vase | ringlet, ringlet butterfly | long-horned beetle, longicorn, longicorn beetle | fly
0386.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lion, king of beasts, Panthera leo | lynx, catamount | tiger, Panthera tigris
5819.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | disk brake, disc brake | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | solar dish, solar collector, solar furnace
1276.jpg: ram, tup | kelpie | Bedlington terrier | hog, pig, grunter, squealer, Sus scrofa | wild boar, boar, Sus scrofa | sloth bear, Melursus ursinus, Ursus ursinus | Ibizan hound, Ibizan Podenco
5375.jpg: window screen | patio, terrace | palace | library | tile roof | picket fence, paling | window shade
2575.jpg: airliner | space shuttle | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | warplane, military plane | screen, CRT screen | wing | airship, dirigible
5526.jpg: meat loaf, meatloaf | plate | spatula | cleaver, meat cleaver, chopper | mousetrap | French loaf | matchstick
5151.jpg: neck brace | wool, woolen, woollen | wig | stole | Windsor tie | academic gown, academic robe, judge's robe | brassiere, bra, bandeau
5620.jpg: earthstar | pinwheel | sulphur butterfly, sulfur butterfly | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | gyromitra | pot, flowerpot | stinkhorn, carrion fungus
3843.jpg: lakeside, lakeshore | thatch, thatched roof | mobile home, manufactured home | boathouse | solar dish, solar collector, solar furnace | barn | bell cote, bell cot
1155.jpg: laptop, laptop computer | lab coat, laboratory coat | neck brace | medicine chest, medicine cabinet | hand blower, blow dryer, blow drier, hair dryer, hair drier | notebook, notebook computer | cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM
6391.jpg: Irish water spaniel | Sussex spaniel | jaguar, panther, Panthera onca, Felis onca | hog, pig, grunter, squealer, Sus scrofa | leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | lynx, catamount
3145.jpg: chocolate sauce, chocolate syrup | wardrobe, closet, press | waffle iron | studio couch, day bed | plate | paper towel | ice cream, icecream
1944.jpg: dome | monastery | palace | bell cote, bell cot | church, church building | mosque | gondola
0119.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | cheetah, chetah, Acinonyx jubatus | tiger, Panthera tigris | lynx, catamount | lion, king of beasts, Panthera leo
6316.jpg: pot, flowerpot | daisy | buckeye, horse chestnut, conker | sulphur butterfly, sulfur butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | greenhouse, nursery, glasshouse
4506.jpg: Arabian camel, dromedary, Camelus dromedarius | kelpie | hog, pig, grunter, squealer, Sus scrofa | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | llama | gazelle | ox
1408.jpg: moped | half track | bicycle-built-for-two, tandem bicycle, tandem | tractor | thresher, thrasher, threshing machine | disk brake, disc brake | sports car, sport car
6116.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | gyromitra | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | coral fungus | bolete | plastic bag
2687.jpg: German short-haired pointer | toy terrier | ram, tup | ibex, Capra ibex | Mexican hairless | curly-coated retriever | wire-haired fox terrier
1361.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | daisy | earthstar | sulphur butterfly, sulfur butterfly | stinkhorn, carrion fungus | cabbage butterfly | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
2632.jpg: mobile home, manufactured home | sports car, sport car | passenger car, coach, carriage | minivan | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | trolleybus, trolley coach, trackless trolley | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi
4495.jpg: chocolate sauce, chocolate syrup | vase | saltshaker, salt shaker | candle, taper, wax light | plate | packet | bolo tie, bolo, bola tie, bola
0673.jpg: acorn | pineapple, ananas | golf ball | limpkin, Aramus pictus | Indian cobra, Naja naja | cardoon | stinkhorn, carrion fungus
6697.jpg: crane | amphibian, amphibious vehicle | school bus | sports car, sport car | trimaran | snowplow, snowplough | cab, hack, taxi, taxicab
4766.jpg: pole | bow | chime, bell, gong | bee | indri, indris, Indri indri, Indri brevicaudatus | tusker | file, file cabinet, filing cabinet
6889.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | convertible | sports car, sport car | mountain bike, all-terrain bike, off-roader
3050.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | daisy | worm fence, snake fence, snake-rail fence, Virginia fence | spaghetti squash | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | gyromitra
6445.jpg: moped | mountain bike, all-terrain bike, off-roader | motor scooter, scooter | disk brake, disc brake | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem | crash helmet
2559.jpg: daisy | ant, emmet, pismire | earthstar | bee | black grouse | thimble | hair slide
2251.jpg: monastery | mosque | bell cote, bell cot | vault | viaduct | library | palace
2133.jpg: lab coat, laboratory coat | Windsor tie | Petri dish | prison, prison house | neck brace | medicine chest, medicine cabinet | slide rule, slipstick
1919.jpg: worm fence, snake fence, snake-rail fence, Virginia fence | patio, terrace | fire screen, fireguard | bannister, banister, balustrade, balusters, handrail | turnstile | park bench | pot, flowerpot
3305.jpg: motor scooter, scooter | moped | crash helmet | bobsled, bobsleigh, bob | sports car, sport car | snowmobile | bicycle-built-for-two, tandem bicycle, tandem
2091.jpg: motor scooter, scooter | moped | plane, carpenter's plane, woodworking plane | tricycle, trike, velocipede | half track | disk brake, disc brake | crash helmet
6398.jpg: mobile home, manufactured home | patio, terrace | thatch, thatched roof | solar dish, solar collector, solar furnace | flagpole, flagstaff | lakeside, lakeshore | convertible
4441.jpg: thatch, thatched roof | boathouse | bell cote, bell cot | alp | lakeside, lakeshore | solar dish, solar collector, solar furnace | beacon, lighthouse, beacon light, pharos
4394.jpg: limousine, limo | mobile home, manufactured home | street sign | minivan | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | cab, hack, taxi, taxicab | moving van
6114.jpg: slide rule, slipstick | lab coat, laboratory coat | comic book | bookshop, bookstore, bookstall | neck brace | crossword puzzle, crossword | hand-held computer, hand-held microcomputer
3291.jpg: airliner | thresher, thrasher, threshing machine | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | airship, dirigible | bobsled, bobsleigh, bob | speedboat | warplane, military plane
3272.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | ear, spike, capitulum | ringlet, ringlet butterfly | golf ball | lycaenid, lycaenid butterfly | sulphur butterfly, sulfur butterfly | daisy
3161.jpg: pot, flowerpot | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | sulphur butterfly, sulfur butterfly | daisy | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | greenhouse, nursery, glasshouse
1243.jpg: studio couch, day bed | chest | chocolate sauce, chocolate syrup | book jacket, dust cover, dust jacket, dust wrapper | packet | plastic bag | crate
6115.jpg: cheetah, chetah, Acinonyx jubatus | leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | dhole, Cuon alpinus | lynx, catamount | hyena, hyaena | lion, king of beasts, Panthera leo
5143.jpg: ram, tup | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | ox | kelpie | ibex, Capra ibex | kuvasz | water buffalo, water ox, Asiatic buffalo, Bubalus bubalis
6454.jpg: plate | chocolate sauce, chocolate syrup | cowboy hat, ten-gallon hat | sombrero | paper towel | buckle | espresso
6427.jpg: moped | tricycle, trike, velocipede | motor scooter, scooter | jinrikisha, ricksha, rickshaw | bicycle-built-for-two, tandem bicycle, tandem | crash helmet | mountain bike, all-terrain bike, off-roader
1191.jpg: moped | disk brake, disc brake | motor scooter, scooter | tractor | tricycle, trike, velocipede | jinrikisha, ricksha, rickshaw | thresher, thrasher, threshing machine
0657.jpg: rapeseed | vase | sulphur butterfly, sulfur butterfly | daisy | earthstar | pot, flowerpot | picket fence, paling
1467.jpg: moped | Model T | bicycle-built-for-two, tandem bicycle, tandem | motor scooter, scooter | horse cart, horse-cart | tricycle, trike, velocipede | half track
4748.jpg: flagpole, flagstaff | window screen | picket fence, paling | solar dish, solar collector, solar furnace | palace | patio, terrace | library
0123.jpg: pot, flowerpot | daisy | milk can | fire screen, fireguard | picket fence, paling | earthstar | hamper
3130.jpg: streetcar, tram, tramcar, trolley, trolley car | cinema, movie theater, movie theatre, movie house, picture palace | traffic light, traffic signal, stoplight | parking meter | cab, hack, taxi, taxicab | park bench | analog clock
5877.jpg: packet | cowboy hat, ten-gallon hat | book jacket, dust cover, dust jacket, dust wrapper | sombrero | scale, weighing machine | bakery, bakeshop, bakehouse | trilobite
4181.jpg: cheetah, chetah, Acinonyx jubatus | leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | zebra | hyena, hyaena | snow leopard, ounce, Panthera uncia | lion, king of beasts, Panthera leo
1947.jpg: mobile home, manufactured home | recreational vehicle, RV, R.V. | boathouse | flagpole, flagstaff | lakeside, lakeshore | golfcart, golf cart | ambulance
3424.jpg: oboe, hautboy, hautbois | bassoon | flute, transverse flute | neck brace | French horn, horn | trombone | spatula
6601.jpg: palace | monastery | bell cote, bell cot | castle | church, church building | vault | gondola
1800.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake | crash helmet
6575.jpg: minivan | street sign | traffic light, traffic signal, stoplight | passenger car, coach, carriage | mobile home, manufactured home | tow truck, tow car, wrecker | plastic bag
0672.jpg: daisy | sulphur butterfly, sulfur butterfly | bee | ringlet, ringlet butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | earthstar | cabbage butterfly
3847.jpg: airliner | space shuttle | wing | warplane, military plane | airship, dirigible | projectile, missile | aircraft carrier, carrier, flattop, attack aircraft carrier
3395.jpg: earthstar | Indian cobra, Naja naja | ear, spike, capitulum | armadillo | African chameleon, Chamaeleo chamaeleon | stinkhorn, carrion fungus | horned viper, cerastes, sand viper, horned asp, Cerastes cornutus
0480.jpg: monastery | palace | lakeside, lakeshore | mosque | patio, terrace | greenhouse, nursery, glasshouse | park bench
0202.jpg: patio, terrace | monastery | lakeside, lakeshore | mobile home, manufactured home | planetarium | maze, labyrinth | palace
1061.jpg: moped | motor scooter, scooter | disk brake, disc brake | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | crash helmet | bicycle-built-for-two, tandem bicycle, tandem
5429.jpg: mobile home, manufactured home | patio, terrace | lakeside, lakeshore | flagpole, flagstaff | boathouse | pole | worm fence, snake fence, snake-rail fence, Virginia fence
1536.jpg: warplane, military plane | airliner | projectile, missile | wing | thresher, thrasher, threshing machine | amphibian, amphibious vehicle | parachute, chute
0376.jpg: meat loaf, meatloaf | chocolate sauce, chocolate syrup | trifle | plate | consomme | eggnog | face powder
0498.jpg: mobile home, manufactured home | boathouse | thatch, thatched roof | flagpole, flagstaff | lakeside, lakeshore | picket fence, paling | solar dish, solar collector, solar furnace
2991.jpg: daisy | earthstar | pot, flowerpot | binder, ring-binder | hamper | lotion | hair slide
2134.jpg: thatch, thatched roof | beacon, lighthouse, beacon light, pharos | lakeside, lakeshore | boathouse | bell cote, bell cot | church, church building | alp
0406.jpg: stinkhorn, carrion fungus | earthstar | agaric | mushroom | sarong | gyromitra | frilled lizard, Chlamydosaurus kingi
1042.jpg: monastery | palace | bell cote, bell cot | vault | dome | church, church building | beacon, lighthouse, beacon light, pharos
1596.jpg: earthstar | rapeseed | daisy | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | cabbage butterfly | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
0297.jpg: cabbage butterfly | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | bee | daisy | cardoon
0329.jpg: daisy | earthstar | hair slide | stinkhorn, carrion fungus | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | thimble | cabbage butterfly
1541.jpg: earthstar | daisy | pot, flowerpot | sulphur butterfly, sulfur butterfly | picket fence, paling | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
6265.jpg: earthstar | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | daisy | coral fungus | gyromitra | stone wall | bolete
4734.jpg: thresher, thrasher, threshing machine | school bus | crane | amphibian, amphibious vehicle | wing | airliner | warplane, military plane
2910.jpg: monastery | church, church building | mosque | mobile home, manufactured home | triumphal arch | palace | dome
5147.jpg: flagpole, flagstaff | mobile home, manufactured home | pole | street sign | moving van | planetarium | go-kart
4955.jpg: palace | prison, prison house | gondola | castle | seashore, coast, seacoast, sea-coast | mosque | streetcar, tram, tramcar, trolley, trolley car
5687.jpg: monastery | palace | castle | bell cote, bell cot | church, church building | vault | analog clock
3063.jpg: airliner | space shuttle | airship, dirigible | projectile, missile | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | warplane, military plane | moving van
0191.jpg: moped | motor scooter, scooter | sports car, sport car | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | racer, race car, racing car | disk brake, disc brake
4938.jpg: earthstar | cabbage butterfly | sulphur butterfly, sulfur butterfly | bee | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | lycaenid, lycaenid butterfly | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum
1558.jpg: pot, flowerpot | picket fence, paling | milk can | greenhouse, nursery, glasshouse | bucket, pail | clog, geta, patten, sabot | hamper
4623.jpg: lab coat, laboratory coat | pajama, pyjama, pj's, jammies | jersey, T-shirt, tee shirt | French horn, horn | drumstick | maraca | flute, transverse flute
3388.jpg: mobile home, manufactured home | lakeside, lakeshore | thatch, thatched roof | patio, terrace | planetarium | library | boathouse
5563.jpg: plate | chocolate sauce, chocolate syrup | acorn squash | potpie | consomme | French loaf | spaghetti squash
2818.jpg: Saluki, gazelle hound | Great Pyrenees | Irish wolfhound | Labrador retriever | kuvasz | whippet | Scottish deerhound, deerhound
6528.jpg: picket fence, paling | pot, flowerpot | sulphur butterfly, sulfur butterfly | bee | cabbage butterfly | pinwheel | ant, emmet, pismire
3053.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | tiger, Panthera tigris | snow leopard, ounce, Panthera uncia | lynx, catamount | tiger cat
1851.jpg: leopard, Panthera pardus | snow leopard, ounce, Panthera uncia | jaguar, panther, Panthera onca, Felis onca | lynx, catamount | cheetah, chetah, Acinonyx jubatus | Egyptian cat | cougar, puma, catamount, mountain lion, painter, panther, Felis concolor
2625.jpg: daisy | picket fence, paling | pot, flowerpot | cabbage butterfly | sulphur butterfly, sulfur butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | bee
6851.jpg: minivan | street sign | traffic light, traffic signal, stoplight | tow truck, tow car, wrecker | trolleybus, trolley coach, trackless trolley | mobile home, manufactured home | snowplow, snowplough
1761.jpg: daisy | sulphur butterfly, sulfur butterfly | bee | earthstar | ringlet, ringlet butterfly | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly
0065.jpg: mountain bike, all-terrain bike, off-roader | moped | bicycle-built-for-two, tandem bicycle, tandem | thresher, thrasher, threshing machine | tricycle, trike, velocipede | half track | tractor
4708.jpg: chocolate sauce, chocolate syrup | earthstar | plate | stinkhorn, carrion fungus | dough | paper towel | honeycomb
1184.jpg: palace | dome | monastery | bell cote, bell cot | church, church building | obelisk | vault
3017.jpg: chocolate sauce, chocolate syrup | matchstick | accordion, piano accordion, squeeze box | ice cream, icecream | candle, taper, wax light | plate | meat loaf, meatloaf
3584.jpg: sulphur butterfly, sulfur butterfly | hummingbird | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | pot, flowerpot | picket fence, paling | bulbul | cabbage butterfly
6044.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | electric ray, crampfish, numbfish, torpedo | plate | potter's wheel | Petri dish | beaker
2194.jpg: daisy | bee | sulphur butterfly, sulfur butterfly | vase | ringlet, ringlet butterfly | earthstar | sea anemone, anemone
3234.jpg: dome | drilling platform, offshore rig | church, church building | beacon, lighthouse, beacon light, pharos | monastery | palace | lakeside, lakeshore
2828.jpg: airliner | space shuttle | projectile, missile | wing | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | upright, upright piano | airship, dirigible
5983.jpg: airliner | airship, dirigible | thresher, thrasher, threshing machine | scoreboard | croquet ball | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | bow
3289.jpg: earthstar | sulphur butterfly, sulfur butterfly | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | pot, flowerpot | rapeseed | daisy | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum
3229.jpg: monastery | dome | palace | bell cote, bell cot | castle | church, church building | vault
4902.jpg: ski | chime, bell, gong | slide rule, slipstick | plate rack | entertainment center | studio couch, day bed | revolver, six-gun, six-shooter
0746.jpg: airliner | space shuttle | projectile, missile | warplane, military plane | dugong, Dugong dugon | airship, dirigible | great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias
2789.jpg: plate | meat loaf, meatloaf | chocolate sauce, chocolate syrup | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | Dungeness crab, Cancer magister | ice cream, icecream | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa
3546.jpg: mosque | monastery | planetarium | triumphal arch | palace | dome | church, church building
6552.jpg: minivan | passenger car, coach, carriage | traffic light, traffic signal, stoplight | street sign | tow truck, tow car, wrecker | trolleybus, trolley coach, trackless trolley | sports car, sport car
4242.jpg: bell cote, bell cot | palace | monastery | obelisk | castle | cinema, movie theater, movie theatre, movie house, picture palace | pedestal, plinth, footstall
6168.jpg: airliner | space shuttle | wing | warplane, military plane | airship, dirigible | projectile, missile | missile
0237.jpg: earthstar | stinkhorn, carrion fungus | chime, bell, gong | stole | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | wool, woolen, woollen | poncho
5715.jpg: dome | monastery | palace | beacon, lighthouse, beacon light, pharos | bell cote, bell cot | vault | obelisk
2618.jpg: library | medicine chest, medicine cabinet | hand blower, blow dryer, blow drier, hair dryer, hair drier | Band Aid | cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM | desk | laptop, laptop computer
4304.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake | crash helmet
6438.jpg: chocolate sauce, chocolate syrup | ice cream, icecream | plate | puck, hockey puck | trifle | earthstar | face powder
1457.jpg: airliner | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | moving van | space shuttle | airship, dirigible | warplane, military plane | projectile, missile
5975.jpg: airliner | space shuttle | screen, CRT screen | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | passenger car, coach, carriage | sandbar, sand bar | airship, dirigible
4608.jpg: moped | disk brake, disc brake | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede
4010.jpg: airliner | space shuttle | warplane, military plane | wing | airship, dirigible | solar dish, solar collector, solar furnace | projectile, missile
0845.jpg: moped | tricycle, trike, velocipede | bicycle-built-for-two, tandem bicycle, tandem | mountain bike, all-terrain bike, off-roader | jinrikisha, ricksha, rickshaw | disk brake, disc brake | motor scooter, scooter
5400.jpg: hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | earthstar | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | gyromitra | stinkhorn, carrion fungus | sea slug, nudibranch | vase
1583.jpg: airliner | moving van | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | passenger car, coach, carriage | bullet train, bullet | scoreboard | space shuttle
0311.jpg: palace | limousine, limo | monastery | castle | cab, hack, taxi, taxicab | streetcar, tram, tramcar, trolley, trolley car | gondola
4031.jpg: airliner | space shuttle | warplane, military plane | wing | projectile, missile | airship, dirigible | missile
2770.jpg: daisy | hair slide | hamper | packet | vase | earthstar | soap dispenser
1044.jpg: jaguar, panther, Panthera onca, Felis onca | leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lynx, catamount | Irish water spaniel | curly-coated retriever
5323.jpg: dome | bell cote, bell cot | palace | monastery | vault | church, church building | planetarium
0706.jpg: ram, tup | hog, pig, grunter, squealer, Sus scrofa | ox | ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus | kuvasz | llama | Arabian camel, dromedary, Camelus dromedarius
5451.jpg: snow leopard, ounce, Panthera uncia | leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | tiger, Panthera tigris | Egyptian cat | tiger cat
6673.jpg: airliner | screen, CRT screen | space shuttle | wing | projectile, missile | web site, website, internet site, site | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi
1614.jpg: leopard, Panthera pardus | cheetah, chetah, Acinonyx jubatus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | hyena, hyaena | lynx, catamount | Egyptian cat
0895.jpg: castle | palace | dam, dike, dyke | monastery | gondola | patio, terrace | mosque
6749.jpg: ram, tup | ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | kelpie | white wolf, Arctic wolf, Canis lupus tundrarum | ox | worm fence, snake fence, snake-rail fence, Virginia fence
1325.jpg: dishwasher, dish washer, dishwashing machine | lab coat, laboratory coat | beaker | Petri dish | washer, automatic washer, washing machine | candle, taper, wax light | photocopier
6219.jpg: pot, flowerpot | corn | cardoon | ear, spike, capitulum | greenhouse, nursery, glasshouse | koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus | custard apple
2345.jpg: moped | motor scooter, scooter | crash helmet | snowmobile | bicycle-built-for-two, tandem bicycle, tandem | Model T | disk brake, disc brake
3350.jpg: airliner | projectile, missile | missile | space shuttle | warplane, military plane | wing | aircraft carrier, carrier, flattop, attack aircraft carrier
3188.jpg: pot, flowerpot | greenhouse, nursery, glasshouse | picket fence, paling | hamper | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | sulphur butterfly, sulfur butterfly | cabbage butterfly
3796.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | bakery, bakeshop, bakehouse | face powder | honeycomb | ice cream, icecream | trifle
4777.jpg: airliner | airship, dirigible | space shuttle | projectile, missile | moving van | tripod | assault rifle, assault gun
5521.jpg: hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | stinkhorn, carrion fungus | earthstar | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | gyromitra | bolete | mushroom
1254.jpg: chocolate sauce, chocolate syrup | trifle | paper towel | ice cream, icecream | bakery, bakeshop, bakehouse | candle, taper, wax light | honeycomb
4148.jpg: face powder | chocolate sauce, chocolate syrup | puck, hockey puck | bakery, bakeshop, bakehouse | ice cream, icecream | sunscreen, sunblock, sun blocker | whiskey jug
0145.jpg: moped | bicycle-built-for-two, tandem bicycle, tandem | web site, website, internet site, site | sports car, sport car | mountain tent | motor scooter, scooter | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon
3375.jpg: hog, pig, grunter, squealer, Sus scrofa | wild boar, boar, Sus scrofa | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | ram, tup | ox | llama | warthog
5140.jpg: Windsor tie | neck brace | bearskin, busby, shako | suit, suit of clothes | military uniform | lab coat, laboratory coat | oboe, hautboy, hautbois
0183.jpg: street sign | passenger car, coach, carriage | sports car, sport car | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | traffic light, traffic signal, stoplight | limousine, limo | mobile home, manufactured home
2624.jpg: minivan | pickup, pickup truck | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | convertible | tow truck, tow car, wrecker | traffic light, traffic signal, stoplight | passenger car, coach, carriage
4665.jpg: airliner | space shuttle | wing | airship, dirigible | projectile, missile | warplane, military plane | missile
5508.jpg: dam, dike, dyke | trifle | chocolate sauce, chocolate syrup | Irish water spaniel | curly-coated retriever | meat loaf, meatloaf | bakery, bakeshop, bakehouse
4969.jpg: daisy | hair slide | soap dispenser | earthstar | pinwheel | binder, ring-binder | vase
5655.jpg: vizsla, Hungarian pointer | Irish setter, red setter | Sussex spaniel | flat-coated retriever | Saluki, gazelle hound | redbone | bloodhound, sleuthhound
5079.jpg: daisy | lycaenid, lycaenid butterfly | vase | perfume, essence | ant, emmet, pismire | cabbage butterfly | earthstar
0265.jpg: airliner | space shuttle | projectile, missile | warplane, military plane | wing | airship, dirigible | solar dish, solar collector, solar furnace
5020.jpg: minivan | convertible | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | pickup, pickup truck | tow truck, tow car, wrecker | cassette player | sports car, sport car
1078.jpg: cleaver, meat cleaver, chopper | plate | chocolate sauce, chocolate syrup | spatula | shovel | ice cream, icecream | consomme
